year,month,day,isHoliday
2021,5,8,False
2021,5,9,False
2021,5,10,False
2021,5,11,False
2021,5,12,False
2021,5,13,False
2021,5,14,False
2021,5,15,False
2021,5,16,False
2021,5,17,False
2021,5,18,False
2021,5,19,False
2021,5,20,False
2021,5,21,False
2021,5,22,False
2021,5,23,False
2021,5,24,True
2021,5,25,False
2021,5,26,False
2021,5,27,False
2021,5,28,False
2021,5,29,False
2021,5,30,False
2021,5,31,False
2021,6,1,False
2021,6,2,False
2021,6,3,False
2021,6,4,False
2021,6,5,False
2021,6,6,False
2021,6,7,False
2021,6,8,False
2021,6,9,False
2021,6,10,False
2021,6,11,False
2021,6,12,False
2021,6,13,False
2021,6,14,False
2021,6,15,False
2021,6,16,False
2021,6,17,False
2021,6,18,False
2021,6,19,False
2021,6,20,False
2021,6,21,False
2021,6,22,False
2021,6,23,False
2021,6,24,False
2021,6,25,False
2021,6,26,False
2021,6,27,False
2021,6,28,False
2021,6,29,False
2021,6,30,False
2021,7,1,True
2021,7,2,False
2021,7,3,False
2021,7,4,False
2021,7,5,False
2021,7,6,False
2021,7,7,False
2021,7,8,False
2021,7,9,False
2021,7,10,False
2021,7,11,False
2021,7,12,False
2021,7,13,False
2021,7,14,False
2021,7,15,False
2021,7,16,False
2021,7,17,False
2021,7,18,False
2021,7,19,False
2021,7,20,False
2021,7,21,False
2021,7,22,False
2021,7,23,False
2021,7,24,False
2021,7,25,False
2021,7,26,False
2021,7,27,False
2021,7,28,False
2021,7,29,False
2021,7,30,False
2021,7,31,False
2021,8,1,False
2021,8,2,True
2021,8,3,False
2021,8,4,False
2021,8,5,False
2021,8,6,False
2021,8,7,False
2021,8,8,False
2021,8,9,False
2021,8,10,False
2021,8,11,False
2021,8,12,False
2021,8,13,False
2021,8,14,False
2021,8,15,False
2021,8,16,False
2021,8,17,False
2021,8,18,False
2021,8,19,False
2021,8,20,False
2021,8,21,False
2021,8,22,False
2021,8,23,False
2021,8,24,False
2021,8,25,False
2021,8,26,False
2021,8,27,False
2021,8,28,False
2021,8,29,False
2021,8,30,False
2021,8,31,False
2021,9,1,False
2021,9,2,False
2021,9,3,False
2021,9,4,False
2021,9,5,False
2021,9,6,True
2021,9,7,False
2021,9,8,False
2021,9,9,False
2021,9,10,False
2021,9,11,False
2021,9,12,False
2021,9,13,False
2021,9,14,False
2021,9,15,False
2021,9,16,False
2021,9,17,False
2021,9,18,False
2021,9,19,False
2021,9,20,False
2021,9,21,False
2021,9,22,False
2021,9,23,False
2021,9,24,False
2021,9,25,False
2021,9,26,False
2021,9,27,False
2021,9,28,False
2021,9,29,False
2021,9,30,False
2021,10,1,False
2021,10,2,False
2021,10,3,False
2021,10,4,False
2021,10,5,False
2021,10,6,False
2021,10,7,False
2021,10,8,False
2021,10,9,False
2021,10,10,False
2021,10,11,True
2021,10,12,False
2021,10,13,False
2021,10,14,False
2021,10,15,False
2021,10,16,False
2021,10,17,False
2021,10,18,False
2021,10,19,False
2021,10,20,False
2021,10,21,False
2021,10,22,False
2021,10,23,False
2021,10,24,False
2021,10,25,False
2021,10,26,False
2021,10,27,False
2021,10,28,False
2021,10,29,False
2021,10,30,False
2021,10,31,False
2021,11,1,False
2021,11,2,False
2021,11,3,False
2021,11,4,False
2021,11,5,False
2021,11,6,False
2021,11,7,False
2021,11,8,False
2021,11,9,False
2021,11,10,False
2021,11,11,False
2021,11,12,False
2021,11,13,False
2021,11,14,False
2021,11,15,False
2021,11,16,False
2021,11,17,False
2021,11,18,False
2021,11,19,False
2021,11,20,False
2021,11,21,False
2021,11,22,False
2021,11,23,False
2021,11,24,False
2021,11,25,False
2021,11,26,False
2021,11,27,False
2021,11,28,False
2021,11,29,False
2021,11,30,False
2021,12,1,False
2021,12,2,False
2021,12,3,False
2021,12,4,False
2021,12,5,False
2021,12,6,False
2021,12,7,False
2021,12,8,False
2021,12,9,False
2021,12,10,False
2021,12,11,False
2021,12,12,False
2021,12,13,False
2021,12,14,False
2021,12,15,False
2021,12,16,False
2021,12,17,False
2021,12,18,False
2021,12,19,False
2021,12,20,False
2021,12,21,False
2021,12,22,False
2021,12,23,False
2021,12,24,True
2021,12,25,True
2021,12,26,False
2021,12,27,True
2021,12,28,False
2021,12,29,False
2021,12,30,False
2021,12,31,True
2022,1,1,True
2022,1,2,False
2022,1,3,False
2022,1,4,False
2022,1,5,False
2022,1,6,False
2022,1,7,False
2022,1,8,False
2022,1,9,False
2022,1,10,False
2022,1,11,False
2022,1,12,False
2022,1,13,False
2022,1,14,False
2022,1,15,False
2022,1,16,False
2022,1,17,False
2022,1,18,False
2022,1,19,False
2022,1,20,False
2022,1,21,False
2022,1,22,False
2022,1,23,False
2022,1,24,False
2022,1,25,False
2022,1,26,False
2022,1,27,False
2022,1,28,False
2022,1,29,False
2022,1,30,False
2022,1,31,False
2022,2,1,False
2022,2,2,False
2022,2,3,False
2022,2,4,False
2022,2,5,False
2022,2,6,False
2022,2,7,False
2022,2,8,False
2022,2,9,False
2022,2,10,False
2022,2,11,False
2022,2,12,False
2022,2,13,False
2022,2,14,False
2022,2,15,False
2022,2,16,False
2022,2,17,False
2022,2,18,False
2022,2,19,False
2022,2,20,False
2022,2,21,True
2022,2,22,False
2022,2,23,False
2022,2,24,False
2022,2,25,False
2022,2,26,False
2022,2,27,False
2022,2,28,False
2022,3,1,False
2022,3,2,False
2022,3,3,False
2022,3,4,False
2022,3,5,False
2022,3,6,False
2022,3,7,False
2022,3,8,False
2022,3,9,False
2022,3,10,False
2022,3,11,False
2022,3,12,False
2022,3,13,False
2022,3,14,False
2022,3,15,False
2022,3,16,False
2022,3,17,False
2022,3,18,False
2022,3,19,False
2022,3,20,False
2022,3,21,False
2022,3,22,False
2022,3,23,False
2022,3,24,False
2022,3,25,False
2022,3,26,False
2022,3,27,False
2022,3,28,False
2022,3,29,False
2022,3,30,False
2022,3,31,False
2022,4,1,False
2022,4,2,False
2022,4,3,False
2022,4,4,False
2022,4,5,False
2022,4,6,False
2022,4,7,False
2022,4,8,False
2022,4,9,False
2022,4,10,False
2022,4,11,False
2022,4,12,False
2022,4,13,False
2022,4,14,False
2022,4,15,True
2022,4,16,False
2022,4,17,False
2022,4,18,False
2022,4,19,False
2022,4,20,False
2022,4,21,False
2022,4,22,False
2022,4,23,False
2022,4,24,False
2022,4,25,False
2022,4,26,False
2022,4,27,False
2022,4,28,False
2022,4,29,False
2022,4,30,False
2022,5,1,False
2022,5,2,False
2022,5,3,False
2022,5,4,False
2022,5,5,False
2022,5,6,False
2022,5,7,False
2022,5,8,False
2022,5,9,False
2022,5,10,False
2022,5,11,False
2022,5,12,False
2022,5,13,False
2022,5,14,False
2022,5,15,False
2022,5,16,False
2022,5,17,False
2022,5,18,False
2022,5,19,False
2022,5,20,False
2022,5,21,False
2022,5,22,False
2022,5,23,True
2022,5,24,False
2022,5,25,False
2022,5,26,False
2022,5,27,False
2022,5,28,False
2022,5,29,False
2022,5,30,False
2022,5,31,False
2022,6,1,False
2022,6,2,False
2022,6,3,False
2022,6,4,False
2022,6,5,False
2022,6,6,False
2022,6,7,False
2022,6,8,False
2022,6,9,False
2022,6,10,False
2022,6,11,False
2022,6,12,False
2022,6,13,False
2022,6,14,False
2022,6,15,False
2022,6,16,False
2022,6,17,False
2022,6,18,False
2022,6,19,False
2022,6,20,False
2022,6,21,False
2022,6,22,False
2022,6,23,False
2022,6,24,False
2022,6,25,False
2022,6,26,False
2022,6,27,False
2022,6,28,False
2022,6,29,False
2022,6,30,False
2022,7,1,True
2022,7,2,False
2022,7,3,False
2022,7,4,False
2022,7,5,False
2022,7,6,False
2022,7,7,False
2022,7,8,False
2022,7,9,False
2022,7,10,False
2022,7,11,False
2022,7,12,False
2022,7,13,False
2022,7,14,False
2022,7,15,False
2022,7,16,False
2022,7,17,False
2022,7,18,False
2022,7,19,False
2022,7,20,False
2022,7,21,False
2022,7,22,False
2022,7,23,False
2022,7,24,False
2022,7,25,False
2022,7,26,False
2022,7,27,False
2022,7,28,False
2022,7,29,False
2022,7,30,False
2022,7,31,False
2022,8,1,True
2022,8,2,False
2022,8,3,False
2022,8,4,False
2022,8,5,False
2022,8,6,False
2022,8,7,False
2022,8,8,False
2022,8,9,False
2022,8,10,False
2022,8,11,False
2022,8,12,False
2022,8,13,False
2022,8,14,False
2022,8,15,False
2022,8,16,False
2022,8,17,False
2022,8,18,False
2022,8,19,False
2022,8,20,False
2022,8,21,False
2022,8,22,False
2022,8,23,False
2022,8,24,False
2022,8,25,False
2022,8,26,False
2022,8,27,False
2022,8,28,False
2022,8,29,False
2022,8,30,False
2022,8,31,False
2022,9,1,False
2022,9,2,False
2022,9,3,False
2022,9,4,False
2022,9,5,True
2022,9,6,False
2022,9,7,False
2022,9,8,False
2022,9,9,False
2022,9,10,False
2022,9,11,False
2022,9,12,False
2022,9,13,False
2022,9,14,False
2022,9,15,False
2022,9,16,False
2022,9,17,False
2022,9,18,False
2022,9,19,False
2022,9,20,False
2022,9,21,False
2022,9,22,False
2022,9,23,False
2022,9,24,False
2022,9,25,False
2022,9,26,False
2022,9,27,False
2022,9,28,False
2022,9,29,False
2022,9,30,False
2022,10,1,False
2022,10,2,False
2022,10,3,False
2022,10,4,False
2022,10,5,False
2022,10,6,False
2022,10,7,False
2022,10,8,False
2022,10,9,False
2022,10,10,True
2022,10,11,False
2022,10,12,False
2022,10,13,False
2022,10,14,False
2022,10,15,False
2022,10,16,False
2022,10,17,False
2022,10,18,False
2022,10,19,False
2022,10,20,False
2022,10,21,False
2022,10,22,False
2022,10,23,False
2022,10,24,False
2022,10,25,False
2022,10,26,False
2022,10,27,False
2022,10,28,False
2022,10,29,False
2022,10,30,False
2022,10,31,False
2022,11,1,False
2022,11,2,False
2022,11,3,False
2022,11,4,False
2022,11,5,False
2022,11,6,False
2022,11,7,False
2022,11,8,False
2022,11,9,False
2022,11,10,False
2022,11,11,False
2022,11,12,False
2022,11,13,False
2022,11,14,False
2022,11,15,False
2022,11,16,False
2022,11,17,False
2022,11,18,False
2022,11,19,False
2022,11,20,False
2022,11,21,False
2022,11,22,False
2022,11,23,False
2022,11,24,False
2022,11,25,False
2022,11,26,False
2022,11,27,False
2022,11,28,False
2022,11,29,False
2022,11,30,False
2022,12,1,False
2022,12,2,False
2022,12,3,False
2022,12,4,False
2022,12,5,False
2022,12,6,False
2022,12,7,False
2022,12,8,False
2022,12,9,False
2022,12,10,False
2022,12,11,False
2022,12,12,False
2022,12,13,False
2022,12,14,False
2022,12,15,False
2022,12,16,False
2022,12,17,False
2022,12,18,False
2022,12,19,False
2022,12,20,False
2022,12,21,False
2022,12,22,False
2022,12,23,False
2022,12,24,False
2022,12,25,True
2022,12,26,True
2022,12,27,True
2022,12,28,False
2022,12,29,False
2022,12,30,False
2022,12,31,False
2023,1,1,True
2023,1,2,True
2023,1,3,False
2023,1,4,False
2023,1,5,False
2023,1,6,False
2023,1,7,False
2023,1,8,False
2023,1,9,False
2023,1,10,False
2023,1,11,False
2023,1,12,False
2023,1,13,False
2023,1,14,False
2023,1,15,False
2023,1,16,False
2023,1,17,False
2023,1,18,False
2023,1,19,False
2023,1,20,False
2023,1,21,False
2023,1,22,False
2023,1,23,False
2023,1,24,False
2023,1,25,False
2023,1,26,False
2023,1,27,False
2023,1,28,False
2023,1,29,False
2023,1,30,False
2023,1,31,False
2023,2,1,False
2023,2,2,False
2023,2,3,False
2023,2,4,False
2023,2,5,False
2023,2,6,False
2023,2,7,False
2023,2,8,False
2023,2,9,False
2023,2,10,False
2023,2,11,False
2023,2,12,False
2023,2,13,False
2023,2,14,False
2023,2,15,False
2023,2,16,False
2023,2,17,False
2023,2,18,False
2023,2,19,False
2023,2,20,True
2023,2,21,False
2023,2,22,False
2023,2,23,False
2023,2,24,False
2023,2,25,False
2023,2,26,False
2023,2,27,False
2023,2,28,False
2023,3,1,False
2023,3,2,False
2023,3,3,False
2023,3,4,False
2023,3,5,False
2023,3,6,False
2023,3,7,False
2023,3,8,False
2023,3,9,False
2023,3,10,False
2023,3,11,False
2023,3,12,False
2023,3,13,False
2023,3,14,False
2023,3,15,False
2023,3,16,False
2023,3,17,False
2023,3,18,False
2023,3,19,False
2023,3,20,False
2023,3,21,False
2023,3,22,False
2023,3,23,False
2023,3,24,False
2023,3,25,False
2023,3,26,False
2023,3,27,False
2023,3,28,False
2023,3,29,False
2023,3,30,False
2023,3,31,False
2023,4,1,False
2023,4,2,False
2023,4,3,False
2023,4,4,False
2023,4,5,False
2023,4,6,False
2023,4,7,True
2023,4,8,False
2023,4,9,False
2023,4,10,False
2023,4,11,False
2023,4,12,False
2023,4,13,False
2023,4,14,False
2023,4,15,False
2023,4,16,False
2023,4,17,False
2023,4,18,False
2023,4,19,False
2023,4,20,False
2023,4,21,False
2023,4,22,False
2023,4,23,False
2023,4,24,False
2023,4,25,False
2023,4,26,False
2023,4,27,False
2023,4,28,False
2023,4,29,False
2023,4,30,False
2023,5,1,False
2023,5,2,False
2023,5,3,False
2023,5,4,False
2023,5,5,False
2023,5,6,False
2023,5,7,False
2023,5,8,False
2023,5,9,False
2023,5,10,False
2023,5,11,False
2023,5,12,False
2023,5,13,False
2023,5,14,False
2023,5,15,False
2023,5,16,False
2023,5,17,False
2023,5,18,False
2023,5,19,False
2023,5,20,False
2023,5,21,False
2023,5,22,True
2023,5,23,False
2023,5,24,False
2023,5,25,False
2023,5,26,False
2023,5,27,False
2023,5,28,False
2023,5,29,False
2023,5,30,False
2023,5,31,False
2023,6,1,False
2023,6,2,False
2023,6,3,False
2023,6,4,False
2023,6,5,False
2023,6,6,False
2023,6,7,False
2023,6,8,False
2023,6,9,False
2023,6,10,False
2023,6,11,False
2023,6,12,False
2023,6,13,False
2023,6,14,False
2023,6,15,False
2023,6,16,False
2023,6,17,False
2023,6,18,False
2023,6,19,False
2023,6,20,False
2023,6,21,False
2023,6,22,False
2023,6,23,False
2023,6,24,False
2023,6,25,False
2023,6,26,False
2023,6,27,False
2023,6,28,False
2023,6,29,False
2023,6,30,False
2023,7,1,True
2023,7,2,False
2023,7,3,True
2023,7,4,False
2023,7,5,False
2023,7,6,False
2023,7,7,False
2023,7,8,False
2023,7,9,False
2023,7,10,False
2023,7,11,False
2023,7,12,False
2023,7,13,False
2023,7,14,False
2023,7,15,False
2023,7,16,False
2023,7,17,False
2023,7,18,False
2023,7,19,False
2023,7,20,False
2023,7,21,False
2023,7,22,False
2023,7,23,False
2023,7,24,False
2023,7,25,False
2023,7,26,False
2023,7,27,False
2023,7,28,False
2023,7,29,False
2023,7,30,False
2023,7,31,False
2023,8,1,False
2023,8,2,False
2023,8,3,False
2023,8,4,False
2023,8,5,False
2023,8,6,False
2023,8,7,True
2023,8,8,False
2023,8,9,False
2023,8,10,False
2023,8,11,False
2023,8,12,False
2023,8,13,False
2023,8,14,False
2023,8,15,False
2023,8,16,False
2023,8,17,False
2023,8,18,False
2023,8,19,False
2023,8,20,False
2023,8,21,False
2023,8,22,False
2023,8,23,False
2023,8,24,False
2023,8,25,False
2023,8,26,False
2023,8,27,False
2023,8,28,False
2023,8,29,False
2023,8,30,False
2023,8,31,False
2023,9,1,False
2023,9,2,False
2023,9,3,False
2023,9,4,True
2023,9,5,False
2023,9,6,False
2023,9,7,False
2023,9,8,False
2023,9,9,False
2023,9,10,False
2023,9,11,False
2023,9,12,False
2023,9,13,False
2023,9,14,False
2023,9,15,False
2023,9,16,False
2023,9,17,False
2023,9,18,False
2023,9,19,False
2023,9,20,False
2023,9,21,False
2023,9,22,False
2023,9,23,False
2023,9,24,False
2023,9,25,False
2023,9,26,False
2023,9,27,False
2023,9,28,False
2023,9,29,False
2023,9,30,False
2023,10,1,False
2023,10,2,False
2023,10,3,False
2023,10,4,False
2023,10,5,False
2023,10,6,False
2023,10,7,False
2023,10,8,False
2023,10,9,True
2023,10,10,False
2023,10,11,False
2023,10,12,False
2023,10,13,False
2023,10,14,False
2023,10,15,False
2023,10,16,False
2023,10,17,False
2023,10,18,False
2023,10,19,False
2023,10,20,False
2023,10,21,False
2023,10,22,False
2023,10,23,False
2023,10,24,False
2023,10,25,False
2023,10,26,False
2023,10,27,False
2023,10,28,False
2023,10,29,False
2023,10,30,False
2023,10,31,False
2023,11,1,False
2023,11,2,False
2023,11,3,False
2023,11,4,False
2023,11,5,False
2023,11,6,False
2023,11,7,False
2023,11,8,False
2023,11,9,False
2023,11,10,False
2023,11,11,False
2023,11,12,False
2023,11,13,False
2023,11,14,False
2023,11,15,False
2023,11,16,False
2023,11,17,False
2023,11,18,False
2023,11,19,False
2023,11,20,False
2023,11,21,False
2023,11,22,False
2023,11,23,False
2023,11,24,False
2023,11,25,False
2023,11,26,False
2023,11,27,False
2023,11,28,False
2023,11,29,False
2023,11,30,False
2023,12,1,False
2023,12,2,False
2023,12,3,False
2023,12,4,False
2023,12,5,False
2023,12,6,False
2023,12,7,False
2023,12,8,False
2023,12,9,False
2023,12,10,False
2023,12,11,False
2023,12,12,False
2023,12,13,False
2023,12,14,False
2023,12,15,False
2023,12,16,False
2023,12,17,False
2023,12,18,False
2023,12,19,False
2023,12,20,False
2023,12,21,False
2023,12,22,False
2023,12,23,False
2023,12,24,False
2023,12,25,True
2023,12,26,True
2023,12,27,False
2023,12,28,False
2023,12,29,False
2023,12,30,False
2023,12,31,False
2024,1,1,True
2024,1,2,False
2024,1,3,False
2024,1,4,False
2024,1,5,False
2024,1,6,False
2024,1,7,False
2024,1,8,False
2024,1,9,False
2024,1,10,False
2024,1,11,False
2024,1,12,False
2024,1,13,False
2024,1,14,False
2024,1,15,False
2024,1,16,False
2024,1,17,False
2024,1,18,False
2024,1,19,False
2024,1,20,False
2024,1,21,False
2024,1,22,False
2024,1,23,False
2024,1,24,False
2024,1,25,False
2024,1,26,False
2024,1,27,False
2024,1,28,False
2024,1,29,False
2024,1,30,False
2024,1,31,False
2024,2,1,False
2024,2,2,False
2024,2,3,False
2024,2,4,False
2024,2,5,False
2024,2,6,False
2024,2,7,False
2024,2,8,False
2024,2,9,False
2024,2,10,False
2024,2,11,False
2024,2,12,False
2024,2,13,False
2024,2,14,False
2024,2,15,False
2024,2,16,False
2024,2,17,False
2024,2,18,False
2024,2,19,True
2024,2,20,False
2024,2,21,False
2024,2,22,False
2024,2,23,False
2024,2,24,False
2024,2,25,False
2024,2,26,False
2024,2,27,False
2024,2,28,False
2024,2,29,False
2024,3,1,False
2024,3,2,False
2024,3,3,False
2024,3,4,False
2024,3,5,False
2024,3,6,False
2024,3,7,False
2024,3,8,False
2024,3,9,False
2024,3,10,False
2024,3,11,False
2024,3,12,False
2024,3,13,False
2024,3,14,False
2024,3,15,False
2024,3,16,False
2024,3,17,False
2024,3,18,False
2024,3,19,False
2024,3,20,False
2024,3,21,False
2024,3,22,False
2024,3,23,False
2024,3,24,False
2024,3,25,False
2024,3,26,False
2024,3,27,False
2024,3,28,False
2024,3,29,True
2024,3,30,False
2024,3,31,False
2024,4,1,False
2024,4,2,False
2024,4,3,False
2024,4,4,False
2024,4,5,False
2024,4,6,False
2024,4,7,False
2024,4,8,False
2024,4,9,False
2024,4,10,False
2024,4,11,False
2024,4,12,False
2024,4,13,False
2024,4,14,False
2024,4,15,False
2024,4,16,False
2024,4,17,False
2024,4,18,False
2024,4,19,False
2024,4,20,False
2024,4,21,False
2024,4,22,False
2024,4,23,False
2024,4,24,False
2024,4,25,False
2024,4,26,False
2024,4,27,False
2024,4,28,False
2024,4,29,False
2024,4,30,False
2024,5,1,False
2024,5,2,False
2024,5,3,False
2024,5,4,False
2024,5,5,False
2024,5,6,False
2024,5,7,False
2024,5,8,False
2024,5,9,False
2024,5,10,False
2024,5,11,False
2024,5,12,False
2024,5,13,False
2024,5,14,False
2024,5,15,False
2024,5,16,False
2024,5,17,False
2024,5,18,False
2024,5,19,False
2024,5,20,True
2024,5,21,False
2024,5,22,False
2024,5,23,False
2024,5,24,False
2024,5,25,False
2024,5,26,False
2024,5,27,False
2024,5,28,False
2024,5,29,False
2024,5,30,False
2024,5,31,False
2024,6,1,False
2024,6,2,False
2024,6,3,False
2024,6,4,False
2024,6,5,False
2024,6,6,False
2024,6,7,False
2024,6,8,False
2024,6,9,False
2024,6,10,False
2024,6,11,False
2024,6,12,False
2024,6,13,False
2024,6,14,False
2024,6,15,False
2024,6,16,False
2024,6,17,False
2024,6,18,False
2024,6,19,False
2024,6,20,False
2024,6,21,False
2024,6,22,False
2024,6,23,False
2024,6,24,False
2024,6,25,False
2024,6,26,False
2024,6,27,False
2024,6,28,False
2024,6,29,False
2024,6,30,False
2024,7,1,True
2024,7,2,False
2024,7,3,False
2024,7,4,False
2024,7,5,False
2024,7,6,False
2024,7,7,False
2024,7,8,False
2024,7,9,False
2024,7,10,False
2024,7,11,False
2024,7,12,False
2024,7,13,False
2024,7,14,False
2024,7,15,False
2024,7,16,False
2024,7,17,False
2024,7,18,False
2024,7,19,False
2024,7,20,False
2024,7,21,False
2024,7,22,False
2024,7,23,False
2024,7,24,False
2024,7,25,False
2024,7,26,False
2024,7,27,False
2024,7,28,False
2024,7,29,False
2024,7,30,False
2024,7,31,False
2024,8,1,False
2024,8,2,False
2024,8,3,False
2024,8,4,False
2024,8,5,True
2024,8,6,False
2024,8,7,False
2024,8,8,False
2024,8,9,False
2024,8,10,False
2024,8,11,False
2024,8,12,False
2024,8,13,False
2024,8,14,False
2024,8,15,False
2024,8,16,False
2024,8,17,False
2024,8,18,False
2024,8,19,False
2024,8,20,False
2024,8,21,False
2024,8,22,False
2024,8,23,False
2024,8,24,False
2024,8,25,False
2024,8,26,False
2024,8,27,False
2024,8,28,False
2024,8,29,False
2024,8,30,False
2024,8,31,False
2024,9,1,False
2024,9,2,True
2024,9,3,False
2024,9,4,False
2024,9,5,False
2024,9,6,False
2024,9,7,False
2024,9,8,False
2024,9,9,False
2024,9,10,False
2024,9,11,False
2024,9,12,False
2024,9,13,False
2024,9,14,False
2024,9,15,False
2024,9,16,False
2024,9,17,False
2024,9,18,False
2024,9,19,False
2024,9,20,False
2024,9,21,False
2024,9,22,False
2024,9,23,False
2024,9,24,False
2024,9,25,False
2024,9,26,False
2024,9,27,False
2024,9,28,False
2024,9,29,False
2024,9,30,False
2024,10,1,False
2024,10,2,False
2024,10,3,False
2024,10,4,False
2024,10,5,False
2024,10,6,False
2024,10,7,False
2024,10,8,False
2024,10,9,False
2024,10,10,False
2024,10,11,False
2024,10,12,False
2024,10,13,False
2024,10,14,True
2024,10,15,False
2024,10,16,False
2024,10,17,False
2024,10,18,False
2024,10,19,False
2024,10,20,False
2024,10,21,False
2024,10,22,False
2024,10,23,False
2024,10,24,False
2024,10,25,False
2024,10,26,False
2024,10,27,False
2024,10,28,False
2024,10,29,False
2024,10,30,False
2024,10,31,False
2024,11,1,False
2024,11,2,False
2024,11,3,False
2024,11,4,False
2024,11,5,False
2024,11,6,False
2024,11,7,False
2024,11,8,False
2024,11,9,False
2024,11,10,False
2024,11,11,False
2024,11,12,False
2024,11,13,False
2024,11,14,False
2024,11,15,False
2024,11,16,False
2024,11,17,False
2024,11,18,False
2024,11,19,False
2024,11,20,False
2024,11,21,False
2024,11,22,False
2024,11,23,False
2024,11,24,False
2024,11,25,False
2024,11,26,False
2024,11,27,False
2024,11,28,False
2024,11,29,False
2024,11,30,False
2024,12,1,False
2024,12,2,False
2024,12,3,False
2024,12,4,False
2024,12,5,False
2024,12,6,False
2024,12,7,False
2024,12,8,False
2024,12,9,False
2024,12,10,False
2024,12,11,False
2024,12,12,False
2024,12,13,False
2024,12,14,False
2024,12,15,False
2024,12,16,False
2024,12,17,False
2024,12,18,False
2024,12,19,False
2024,12,20,False
2024,12,21,False
2024,12,22,False
2024,12,23,False
2024,12,24,False
2024,12,25,True
2024,12,26,True
2024,12,27,False
2024,12,28,False
2024,12,29,False
2024,12,30,False
2024,12,31,False
2025,1,1,True
2025,1,2,False
2025,1,3,False
2025,1,4,False
2025,1,5,False
2025,1,6,False
2025,1,7,False
2025,1,8,False
2025,1,9,False
2025,1,10,False
2025,1,11,False
2025,1,12,False
2025,1,13,False
2025,1,14,False
2025,1,15,False
2025,1,16,False
2025,1,17,False
2025,1,18,False
2025,1,19,False
2025,1,20,False
2025,1,21,False
2025,1,22,False
2025,1,23,False
2025,1,24,False
2025,1,25,False
2025,1,26,False
2025,1,27,False
2025,1,28,False
2025,1,29,False
2025,1,30,False
2025,1,31,False
2025,2,1,False
2025,2,2,False
2025,2,3,False
2025,2,4,False
2025,2,5,False
2025,2,6,False
2025,2,7,False
2025,2,8,False
2025,2,9,False
2025,2,10,False
2025,2,11,False
2025,2,12,False
2025,2,13,False
2025,2,14,False
2025,2,15,False
2025,2,16,False
2025,2,17,True
2025,2,18,False
2025,2,19,False
2025,2,20,False
2025,2,21,False
2025,2,22,False
2025,2,23,False
2025,2,24,False
2025,2,25,False
2025,2,26,False
2025,2,27,False
2025,2,28,False
2025,3,1,False
2025,3,2,False
2025,3,3,False
2025,3,4,False
2025,3,5,False
2025,3,6,False
2025,3,7,False
2025,3,8,False
2025,3,9,False
2025,3,10,False
2025,3,11,False
2025,3,12,False
2025,3,13,False
2025,3,14,False
2025,3,15,False
2025,3,16,False
2025,3,17,False
2025,3,18,False
2025,3,19,False
2025,3,20,False
2025,3,21,False
2025,3,22,False
2025,3,23,False
2025,3,24,False
2025,3,25,False
2025,3,26,False
2025,3,27,False
2025,3,28,False
2025,3,29,False
2025,3,30,False
2025,3,31,False
2025,4,1,False
